NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count
0.64,0.17,0,0.02,high,91,27,9,27
0.69,0.03,0,0.11,high,81,29,8.2,33
0.64,0.12,0,0.06,high,86,66,7.9,23
0.67,0.03,0.06,0.05,high,65,18,8.2,28
0.46,0.21,0,0.15,high,83,49,8,34
0.68,0.11,0,0.03,high,75,18,6.4,15
0.69,0.11,0,0.02,high,78,30,9,20
0.4,0.33,0.01,0.09,high,77,59,7.6,91
0.34,0.04,0.36,0.08,high,90,47,8.9,634
0.42,0.19,0.11,0.09,high,74,27,8.8,158
0.25,0.42,0.01,0.13,high,63,33,7,100
0.57,0.18,0,0.06,high,86,43,8,45
0.06,0.04,0.66,0.05,high,78,9,8.7,31
0.45,0.31,0,0.05,high,73,8,6.1,9
0.63,0.16,0,0.02,high,86,55,7.2,74
0.19,0.41,0,0.22,high,66,43,8.7,52
0.07,0.05,0.63,0.05,high,81,8,8.8,37
0.48,0.25,0,0.08,high,60,48,7.6,25
0.33,0.25,0.07,0.16,high,86,60,8.7,102
0.12,0.58,0.03,0.08,high,78,34,7.6,29
0.4,0.31,0,0.1,high,70,34,8.2,17
0.67,0.05,0,0.08,high,73,18,5.9,111
0.75,0,0,0.06,high,80,20,6.9,14
0.33,0.34,0,0.13,high,74,46,7.1,30
0.67,0.03,0,0.11,high,75,31,4.4,166
0.42,0.18,0.11,0.09,high,60,27,7.5,63
0.03,0.02,0.74,0.01,high,75,58,8.2,73
0.62,0.16,0,0.02,high,75,36,7.6,50
0.39,0.31,0,0.1,high,80,39,8.3,43
0.2,0.26,0.3,0.04,high,79,69,8.5,99
0.52,0.21,0,0.07,high,45,6,7.8,11
0.45,0.3,0,0.05,high,80,14,8.1,28
0.32,0.39,0,0.09,high,87,65,8.2,110
0.48,0.28,0,0.04,high,83,55,7.5,35
0.2,0.39,0.04,0.17,high,78,86,8.9,513
0.09,0.33,0.2,0.18,high,72,9,4.6,5
0.52,0.2,0,0.07,high,84,62,8.1,79
0.16,0.24,0.28,0.12,high,86,14,8.5,223
0.68,0.09,0,0.02,high,68,16,8.3,15
0.73,0.01,0,0.06,high,57,8,7,15
0.19,0.38,0,0.22,high,57,9,7.3,10
0.66,0.02,0,0.11,high,73,31,8.6,61
0.61,0,0,0.18,high,71,11,6.3,15
0.43,0.29,0,0.07,high,48,10,6.4,5
0.05,0.3,0.29,0.16,high,74,10,5.8,5
0.61,0.16,0,0.02,high,79,28,8.9,148
0.24,0.26,0.19,0.1,high,85,40,5.3,1471
0.44,0.3,0,0.05,high,34,6,5.3,6
0.45,0.27,0,0.07,high,83,63,8,456
0.37,0.35,0.01,0.07,high,76,12,5.4,107
0.48,0.24,0,0.07,high,74,69,7,173
0.28,0.22,0.23,0.07,high,78,23,8.4,19
0.47,0.23,0.01,0.08,high,65,72,6.9,60
0.42,0.23,0.07,0.06,high,75,59,7.8,320
0.13,0.42,0.13,0.1,high,87,54,7.1,680
0.49,0.22,0.01,0.07,high,84,75,7.7,325
0.51,0.21,0,0.07,high,76,52,5,30
0.65,0.03,0,0.11,high,83,6,8.3,23
0.24,0.49,0,0.05,high,82,20,8.2,23
0.08,0.46,0,0.25,high,64,5,7.3,18
0.32,0.2,0.21,0.06,high,72,56,7.2,150
0.27,0.34,0.04,0.13,high,53,17,6,34
0.17,0.5,0,0.11,high,69,32,7.3,19
0.36,0.29,0,0.13,high,55,5,3.1,57
0.38,0.29,0.03,0.08,high,65,80,7,458
0.42,0.25,0,0.11,high,81,38,7.7,9
0.67,0.04,0.01,0.06,high,85,59,8.1,148
0.43,0.27,0.01,0.07,high,74,31,8.5,39
0.51,0.09,0.13,0.05,high,79,63,8.1,86
0.4,0.31,0,0.07,high,86,59,7.4,105
0.44,0.26,0.01,0.07,high,57,43,6.3,192
0.61,0.11,0,0.06,high,68,10,7.8,32
0.49,0.04,0.21,0.04,high,88,59,8.9,283
0.71,0.01,0,0.06,high,73,34,8.2,30
0.49,0.19,0.01,0.09,high,85,39,7.7,87
0.65,0.02,0,0.11,high,81,12,8.4,18
0.6,0.16,0,0.02,high,80,17,8.6,46
0.33,0.33,0,0.12,high,72,38,6.3,52
0.38,0.32,0,0.08,high,87,55,8.2,209
0.36,0.34,0,0.07,high,48,47,3.8,449
0.12,0.56,0,0.1,high,71,43,7.4,34
0.45,0.23,0.02,0.07,high,81,74,8.6,176
0.24,0.33,0.01,0.19,high,57,14,7.1,19
0.66,0.02,0.03,0.06,high,81,75,7.3,229
0.64,0.02,0,0.1,high,53,30,6.3,46
0.43,0.29,0,0.05,high,78,13,8.5,24
0.55,0.14,0.03,0.06,high,52,56,4.9,330
0.53,0.18,0,0.06,high,70,36,6.5,15
0.11,0.43,0,0.23,high,70,22,6.6,18
0.55,0.2,0,0.01,high,38,14,5,6
0.42,0.21,0.08,0.07,high,69,42,7.5,31
0.38,0.29,0,0.1,high,84,33,8.7,16
0.45,0.17,0.14,0.01,high,77,16,8.4,27
0.38,0.29,0,0.1,high,81,15,8.4,17
0.1,0.08,0.56,0.03,high,45,26,3,29
0.21,0.14,0.38,0.04,high,46,28,5.9,34
0.37,0.19,0.11,0.1,high,57,26,7.2,58
0.71,0,0,0.06,high,79,45,8.2,38
0.37,0.04,0,0.36,high,66,5,6.7,49
0.36,0.38,0,0.03,high,56,57,4.7,69
0,0,0.71,0.05,high,94,4,8.7,40
0.23,0.31,0.03,0.19,high,52,7,6.8,37
0.57,0.04,0.11,0.06,high,85,54,8,188
0.32,0.28,0.1,0.06,high,91,80,8.2,1217
0.38,0.23,0,0.15,high,63,25,8,41
0.37,0.29,0,0.1,high,65,47,6.9,30
0.3,0.37,0.03,0.07,high,52,29,3.3,31
0.61,0.12,0,0.03,high,81,53,8.8,24
0.54,0.2,0,0.01,high,39,6,7.6,5
0.45,0.23,0,0.07,high,87,22,7.6,19
0.33,0.32,0,0.1,high,95,52,8.8,5999
0.33,0.31,0,0.12,high,51,48,4.9,278
0.52,0.18,0,0.06,high,71,10,7.8,31
0.28,0.39,0,0.08,high,60,35,6,8
0.21,0,0,0.54,high,67,8,8.4,9
0,0.48,0.25,0.03,high,81,58,7.9,86
0.3,0.21,0.2,0.05,high,76,10,8.9,55
0.34,0.25,0.05,0.12,high,89,56,8.4,704
0.18,0.37,0.06,0.14,high,55,46,5.8,30
0.41,0.26,0.01,0.07,high,95,10,7.3,900
0.28,0.38,0,0.08,high,81,75,7.8,69
0.28,0.39,0,0.08,high,58,22,6,8
0.26,0.19,0.27,0.04,high,60,18,7,27
0.47,0.19,0,0.1,high,86,46,7.8,22
0.41,0.2,0,0.14,high,72,9,6,9
0.41,0.28,0,0.06,high,72,6,5.2,25
0.35,0.23,0.07,0.09,high,81,53,6.7,150
0.37,0.29,0,0.1,high,69,30,6.5,6
0.3,0.24,0.13,0.08,high,78,21,7.4,49
0.09,0.45,0.11,0.1,high,82,56,7.2,386
0.48,0.24,0,0.03,high,83,55,7.8,12
0.69,0,0,0.06,high,75,23,7.9,16
0.21,0.46,0,0.08,high,62,24,7.6,14
0.22,0.17,0.3,0.06,high,81,22,7.9,27
0.62,0.02,0,0.1,high,76,27,9,18
0.46,0.2,0.01,0.07,high,69,63,7.1,120
0.28,0.29,0,0.17,high,59,42,6.5,61
0.38,0.03,0.3,0.04,high,80,47,6.9,106
0.38,0.25,0,0.11,high,54,45,7.1,57
0.41,0.23,0,0.11,high,76,45,5.7,9
0.36,0.28,0,0.1,high,79,25,7.7,33
0.66,0.02,0,0.06,high,63,37,7.9,31
0.41,0.21,0.01,0.1,high,67,53,7.2,50
0.67,0.01,0,0.06,high,70,19,8.8,31
0.16,0.37,0.01,0.21,high,69,11,6.5,31
0.48,0.18,0.01,0.07,high,91,30,7.9,915
0.14,0.48,0,0.12,high,80,20,7.4,771
0.36,0.28,0,0.1,high,79,39,6.8,179
0.61,0.1,0,0.03,high,84,53,7.4,40
0.14,0.29,0.22,0.09,high,74,30,7.2,204
0.42,0.19,0,0.13,high,60,20,7.1,31
0.33,0.27,0.02,0.12,high,85,56,8.1,136
0.3,0.15,0.22,0.07,high,77,28,6.7,82
0.59,0.12,0,0.03,high,83,29,8.2,24
0.16,0.45,0,0.13,high,86,42,6.8,1594
0.32,0.17,0.19,0.05,high,79,67,8.2,264
0.67,0,0,0.07,high,87,36,7.8,114
0.31,0.35,0.02,0.06,high,82,8,8,71
0.68,0,0,0.05,high,49,18,6.3,4
0.31,0.11,0.3,0.02,high,72,31,8.3,25
0.49,0.15,0,0.09,high,74,48,7.3,51
0.33,0.34,0,0.06,high,85,45,5.9,3926
0.2,0.21,0.24,0.08,high,72,42,8,136
0.17,0.41,0,0.15,high,55,24,6.9,19
0.22,0.37,0,0.14,high,79,30,6.6,7
0.4,0.15,0.17,0.01,high,55,15,4.8,4
0.58,0.08,0.02,0.05,high,76,10,8.9,20
0.49,0.17,0,0.06,high,78,11,7.7,9
0.16,0.02,0.53,0.01,high,76,5,8,15
0.36,0.29,0.02,0.06,high,79,50,6.3,268
0.54,0.16,0,0.03,high,80,30,8.7,32
0.3,0.11,0.24,0.07,high,86,47,7.7,180
0.29,0.32,0.01,0.12,high,72,39,5.8,168
0.61,0.07,0,0.05,high,88,49,7.7,71
0.67,0,0,0.06,high,79,43,6.9,20
0.54,0.16,0,0.03,high,84,67,8.7,27
0.26,0.35,0,0.12,high,71,70,7,87
0.47,0.02,0.17,0.08,high,86,55,9,86
0.38,0.29,0,0.06,high,75,6,6.6,26
0.24,0.37,0,0.12,high,80,53,7.1,65
0.27,0.24,0.14,0.08,high,74,23,7.1,83
0.36,0.28,0,0.09,high,64,17,8.7,13
0.56,0.15,0,0.02,high,74,16,6.8,25
0.43,0.01,0.25,0.04,high,65,15,7,22
0.52,0.19,0,0.01,high,73,13,7.5,12
0.6,0.02,0,0.1,high,74,52,7.9,54
0.23,0.42,0,0.08,high,65,9,5.2,5
0.12,0.53,0,0.07,high,76,71,4.2,3742
0.59,0.02,0.01,0.1,high,68,10,6.6,9
0.28,0.15,0.22,0.07,high,74,45,6.7,155
0.53,0.17,0,0.03,high,73,39,8.9,16
0.36,0.29,0,0.07,high,55,32,7,28
0.6,0.02,0,0.1,high,79,33,6,8
0.67,0,0,0.06,high,79,31,7.1,34
0.34,0.07,0.27,0.04,high,83,56,8.1,169
0.58,0,0,0.14,high,83,17,7.7,205
0.4,0.27,0,0.05,high,72,12,8.4,18
0.36,0,0.32,0.03,high,86,48,8.2,87
0.62,0.04,0,0.06,high,77,23,7.2,24
0.66,0,0,0.06,high,90,27,8.1,61
0.46,0.19,0.01,0.07,high,74,16,6.4,161
0.68,0,0,0.04,high,75,6,5.4,7
0.51,0.19,0,0.01,high,82,20,8.6,11
0.21,0.46,0,0.05,high,93,32,9.3,10665
0.11,0.5,0.01,0.09,high,84,61,7.1,54
0.05,0.04,0.61,0.01,high,66,10,8.5,37
0.66,0,0,0.06,high,91,33,8.3,107
0.52,0.14,0,0.06,high,75,47,6.6,30
0.22,0.36,0.02,0.12,high,81,58,8.2,86
0.19,0.53,0,0,high,87,46,8.3,1467
0.23,0.4,0.01,0.08,high,87,81,7.1,166
0.45,0.24,0,0.03,high,79,17,8.1,18
0.67,0.02,0,0.03,high,92,16,8.3,16
0.62,0.03,0,0.06,high,86,59,8.4,137
0.27,0.36,0,0.08,high,89,57,8.2,2235
0.23,0.3,0,0.18,high,60,4,7.2,23
0.35,0.27,0,0.09,high,93,30,9,48
0,0.69,0,0.02,high,91,56,8,1970
0.23,0.15,0.29,0.05,high,39,10,7,47
0.62,0.04,0,0.06,high,66,8,4,5
0.55,0.14,0,0.02,high,73,30,7.8,23
0.35,0.27,0,0.09,high,85,41,8.8,315
0.55,0.14,0,0.02,high,48,13,5.1,24
0.35,0.27,0,0.09,high,49,6,6.2,5
0.6,0.04,0,0.07,high,75,10,6.8,8
0.65,0,0,0.06,high,68,8,6.5,4
0.5,0.14,0,0.07,high,77,32,7.4,14
0.24,0.27,0.09,0.1,high,73,54,7.8,117
0.18,0.07,0.41,0.04,high,59,31,7.3,49
0.65,0,0,0.05,high,83,24,7.7,26
0.53,0.15,0,0.03,high,77,41,7.9,16
0.38,0.26,0,0.06,high,82,65,6.4,186
0.18,0.01,0.5,0.02,high,65,43,5.9,21
0.41,0.22,0,0.07,high,50,44,5.5,182
0.54,0.14,0,0.02,high,89,19,8.5,24
0.35,0.21,0,0.14,high,67,43,6.9,8
0.65,0,0,0.05,high,81,30,7.8,44
0.38,0.26,0,0.06,high,86,4,7.1,18
0.52,0.16,0,0.02,high,58,28,5.9,14
0.23,0.14,0.3,0.04,high,78,51,8.4,79
0.34,0.27,0,0.09,high,73,33,8.3,19
0.3,0.14,0.2,0.06,high,79,61,8.1,372
0.34,0.27,0,0.09,high,84,22,8.2,11
0.48,0.19,0,0.03,high,89,84,8.6,113
0.34,0.18,0.12,0.06,high,68,60,7,158
0.16,0.43,0.01,0.11,high,78,61,7.5,91
0.55,0.1,0,0.05,high,86,56,7,72
0.5,0.19,0,0.01,high,92,28,9,95
0.34,0.27,0,0.09,high,66,16,6.6,9
0.34,0.27,0,0.09,high,65,30,7.6,62
0.52,0,0.12,0.05,high,66,35,6.4,16
0.16,0.13,0.36,0.04,high,58,16,8.1,49
0.64,0,0,0.05,high,85,33,8.7,76
0.34,0.27,0,0.09,high,90,33,8.8,127
0.42,0.22,0,0.06,high,43,18,3.3,25
0.25,0.37,0,0.07,high,80,63,7.6,130
0.37,0.14,0.17,0.01,high,73,8,7.5,39
0.18,0.36,0.02,0.13,high,65,49,7.4,45
0.26,0,0.26,0.17,high,65,19,7.5,27
0.41,0.22,0,0.06,high,70,15,6.8,6
0.54,0.13,0,0.02,high,89,37,7.4,34
0.58,0.02,0,0.09,high,77,41,8.6,74
0.38,0.25,0,0.06,high,40,30,4.4,9
0.64,0,0,0.05,high,68,22,8.1,7
0.5,0.18,0,0.01,high,62,35,4.9,11
0.53,0.14,0,0.02,high,65,16,6.3,15
0.39,0.23,0,0.06,high,76,65,7.4,438
0.46,0.17,0,0.07,high,75,18,5.8,175
0.31,0.3,0,0.07,high,50,12,3.3,4
0.53,0.14,0,0.02,high,77,14,8.3,27
0.19,0.36,0.01,0.12,high,75,49,7.6,120
0.53,0.14,0,0.02,high,84,23,8.5,21
0.28,0.32,0,0.09,high,77,56,6.1,173
0.17,0.39,0,0.13,high,82,37,7.7,55
0.34,0.26,0,0.09,high,78,44,8.7,54
0.49,0.18,0,0.01,high,63,8,9,4
0.34,0.25,0,0.1,high,81,28,7.3,20
0.3,0.31,0,0.07,high,68,61,6.4,87
0.62,0.04,0,0.02,high,89,22,8.8,24
0.55,0.08,0,0.06,high,70,43,7.1,17
0.25,0.2,0.18,0.06,high,66,49,6.9,122
0.63,0.02,0,0.03,high,89,29,8,12
0.52,0.08,0.01,0.08,high,85,46,8.8,172
0.53,0.14,0,0.02,high,72,21,8.1,20
0.24,0.34,0,0.11,high,67,41,7.1,178
0.57,0.02,0,0.09,high,85,46,8.5,111
0.21,0.11,0.28,0.08,high,82,42,8.6,12
0.15,0.1,0.38,0.04,high,82,8,8.4,162
0.32,0.25,0,0.11,high,42,27,6.2,45
0.29,0.38,0,0.01,high,80,39,7.5,22
0.51,0.15,0,0.02,high,85,47,8.7,20
0.23,0.18,0.2,0.06,high,76,24,8.9,81
0.34,0.28,0,0.06,high,79,18,7.8,397
0.63,0,0,0.05,high,69,7,6.8,5
0.33,0,0.33,0.02,high,82,6,8.8,37
0.49,0.16,0,0.02,high,84,38,8.8,33
0.44,0.16,0,0.07,high,84,59,7.3,561
0.26,0.29,0.02,0.11,high,60,33,7,40
0,0.59,0,0.08,high,89,45,8.6,2386
0.35,0.25,0,0.06,high,79,24,7.3,430
0.22,0.17,0.23,0.06,high,74,23,9,33
0.48,0.17,0,0.02,high,78,54,8.9,89
0.24,0.31,0.01,0.11,high,71,31,7.1,98
0.35,0.21,0.01,0.1,high,67,38,6,39
0.35,0.27,0,0.06,high,81,39,7.2,139
0.54,0.03,0.04,0.05,high,63,54,6.8,121
0.33,0.23,0,0.1,high,86,42,7.7,127
0.31,0,0.34,0.02,high,68,8,7.1,11
0.38,0.22,0,0.06,high,73,9,6.4,20
0.48,0.18,0,0.01,high,66,7,6.8,5
0.49,0.15,0,0.02,high,81,38,8.8,9
0.22,0.01,0.42,0.02,high,77,41,7.2,25
0.59,0.03,0,0.05,high,62,12,7.2,11
0.35,0.22,0,0.1,high,67,26,6.9,9
0.33,0.2,0,0.14,high,78,13,8.1,21
0.09,0.45,0.03,0.1,high,65,46,6.3,43
0.55,0.02,0,0.09,high,65,6,6.6,17
0.2,0.33,0,0.13,high,80,35,7.7,107
0.32,0.25,0,0.08,high,61,21,7.9,9
0.37,0.25,0,0.04,high,58,10,8.3,12
0.32,0.25,0,0.08,high,74,13,8,27
0.55,0.02,0,0.09,high,69,32,2.9,52
0.42,0.17,0.01,0.05,high,83,70,7.8,237
0.51,0.1,0,0.06,high,88,52,8.4,71
0.12,0.52,0,0.02,high,70,7,6,12
0.32,0.25,0,0.08,high,78,30,8.7,20
0.51,0.1,0,0.05,high,83,44,6.6,86
0.02,0.53,0,0.12,high,81,56,7.9,515
0.25,0.33,0.03,0.05,high,92,35,8.7,465
0.43,0.2,0,0.03,high,81,30,9,15
0.29,0.3,0,0.07,high,94,68,8.5,7322
0.22,0.27,0,0.16,high,64,7,7.1,7
0.27,0.2,0.11,0.08,high,67,37,7.1,199
0.33,0.22,0.01,0.1,high,76,33,6.6,42
0.47,0.17,0,0.01,high,71,7,7.4,5
0.17,0.13,0.3,0.05,high,63,44,7.3,47
0.03,0,0.62,0,high,71,30,7.9,35
0.06,0.03,0.55,0.01,high,60,30,6.9,29
0,0.19,0.42,0.05,high,71,35,7.8,61
0.49,0.14,0,0.02,high,88,64,8,69
0.38,0.22,0,0.06,high,70,17,6.7,44
0.24,0,0,0.41,high,73,6,8.6,5
0.15,0.1,0.32,0.08,high,73,39,8.3,265
0.31,0.23,0.01,0.1,high,63,30,6.3,26
0.18,0.14,0.29,0.05,high,74,36,9,54
0.41,0.11,0.12,0.02,high,89,50,8.5,161
0.32,0.25,0,0.08,high,60,20,8.9,7
0.33,0.25,0,0.07,high,76,32,7.4,25
0.25,0.09,0.3,0.01,high,60,23,6.6,5
0.32,0.25,0,0.08,high,47,11,6,6
0.34,0.22,0,0.1,high,82,34,7.2,9
0.42,0.13,0,0.1,high,85,51,7.8,192
0.35,0.23,0,0.07,high,84,41,7.8,29
0.47,0.17,0,0.01,high,89,34,9.4,97
0.28,0.02,0.33,0.03,high,60,35,7.4,19
0.3,0.13,0.18,0.04,high,80,61,8.4,179
0.19,0.15,0.26,0.05,high,63,55,9.1,88
0.32,0.25,0,0.08,high,77,48,8.8,43
0.54,0.02,0,0.09,high,68,29,6.7,48
0.39,0.2,0,0.06,high,80,51,6.9,20
0.29,0.28,0.01,0.07,high,54,11,7.5,26
0.03,0.58,0,0.04,high,64,5,8,20
0.32,0.16,0.01,0.15,high,64,31,7.6,358
0.46,0.17,0,0.01,high,67,23,6.6,12
0.22,0.38,0,0.05,high,84,10,7.7,1470
0.27,0.31,0,0.07,high,54,12,6.2,29
0.32,0.25,0,0.08,high,60,16,8,44
0.32,0.25,0,0.08,high,64,38,8,129
0.33,0.23,0.03,0.05,high,68,5,7.7,25
0.47,0.15,0,0.02,high,84,34,8.4,49
0.44,0.14,0,0.06,high,72,21,7.7,22
0.54,0.02,0,0.09,high,60,38,7,32
0.38,0.2,0,0.06,high,50,5,4,65
0.2,0.13,0.22,0.09,high,74,32,7.4,28
0.43,0.19,0,0.02,high,83,51,7.4,27
0.31,0.24,0,0.08,high,58,24,7.2,13
0.57,0.04,0,0.03,high,79,30,6.4,15
0.23,0.35,0,0.06,high,61,39,6.6,48
0,0.6,0,0.03,high,85,41,5.5,275
0.29,0.33,0,0.01,high,88,20,7.7,34
0.15,0.12,0.34,0.04,high,81,45,8.9,62
0.17,0.04,0.4,0.02,high,61,37,7.9,29
0.25,0.31,0,0.07,high,75,38,7.3,31
0.56,0.04,0,0.05,high,67,18,8.2,10
0.22,0.32,0,0.1,high,88,56,7.7,569
0.25,0.34,0,0.05,high,64,18,5.9,176
0.49,0.09,0.01,0.05,high,57,33,7.4,30
0.33,0.21,0,0.09,high,84,22,6.8,60
0.23,0.14,0.2,0.07,high,74,34,7.7,109
0.37,0.2,0,0.06,high,74,31,5.1,336
0.31,0.24,0,0.08,high,63,25,5.7,12
0.31,0.17,0.07,0.08,high,67,34,7,36
0.53,0.02,0,0.09,high,82,44,7.3,41
0.55,0.03,0,0.05,high,81,50,8,45
0.53,0.06,0,0.04,high,91,10,6.9,36
0.23,0.33,0,0.08,high,82,45,4.5,4533
0.41,0.19,0,0.03,high,78,24,8.8,5
0.56,0.02,0.01,0.05,high,73,28,6.8,10
0.2,0.4,0,0.04,high,88,11,7.7,11
0.37,0.2,0,0.06,high,55,58,7,110
0.15,0.44,0,0.04,high,80,17,6.7,1064
0.53,0.02,0,0.09,high,78,18,7.7,18
0.46,0.09,0,0.09,high,44,7,6.5,16
0.23,0.09,0.27,0.04,high,60,45,7.1,64
0.22,0.34,0,0.07,high,68,24,7.6,21
0.25,0.27,0,0.11,high,71,58,7.4,77
0.46,0.11,0,0.05,high,32,30,4,410
0.4,0.23,0,0,high,70,22,3.6,81
0.12,0.09,0.38,0.03,high,82,31,8.4,32
0.07,0.42,0,0.14,high,75,40,7,20
0.22,0.2,0.16,0.05,high,89,25,8.3,296
0.31,0.24,0,0.08,high,82,17,5.8,28
0.38,0.2,0,0.05,high,62,7,4.6,20
0.38,0.19,0,0.06,high,80,76,8.4,178
0.11,0.03,0.15,0.34,high,93,69,9.3,327
0.18,0.06,0.34,0.05,high,89,40,8.3,317
0.35,0.24,0,0.04,high,88,10,7.7,7
0.17,0.39,0,0.07,high,76,47,6.5,1223
0.35,0.24,0,0.04,high,54,10,5.3,4
0.36,0.16,0,0.11,high,78,28,5.5,157
0.3,0.22,0.01,0.1,high,76,43,7.2,14
0.43,0.14,0,0.06,high,79,53,8.5,125
0.36,0.21,0,0.05,high,90,35,8.3,366
0.38,0.22,0,0.03,high,87,28,8.5,39
0.4,0.2,0,0.03,high,77,40,7.7,15
0.16,0.13,0.29,0.04,high,78,30,8.4,38
0.48,0.13,0,0.02,high,82,14,9.2,5
0.47,0.13,0,0.02,high,89,18,8.2,14
0.16,0.34,0.01,0.12,high,70,43,6.1,44
0.3,0.24,0,0.08,high,71,31,8,10
0.33,0.2,0,0.09,high,75,5,6,7
0.29,0.27,0,0.06,high,71,16,7.3,20
0.19,0.26,0.11,0.06,high,46,34,6.8,26
0.38,0.1,0.12,0.02,high,93,52,8.3,115
0.37,0.22,0,0.03,high,72,6,9.2,25
0.28,0.24,0,0.1,high,86,44,8,48
0.3,0.24,0,0.08,high,48,14,6.8,4
0.35,0.2,0.01,0.06,high,80,73,8.6,178
0.3,0.24,0,0.08,high,68,23,8.6,8
0.28,0.29,0,0.05,high,67,20,4.6,274
0.3,0.26,0,0.06,high,74,69,7.8,112
0,0.04,0.57,0.01,high,70,17,7.9,35
0.48,0.09,0,0.04,high,88,20,7.5,17
0.4,0.16,0,0.05,high,80,50,6.1,25
0.29,0.26,0,0.07,high,50,32,6.3,6
0.2,0.34,0,0.07,high,48,9,4.3,7
0.17,0.18,0.2,0.07,high,68,58,8.4,263
0.15,0.36,0.01,0.09,high,73,33,4.3,87
0.56,0,0,0.05,high,82,30,7,37
0.46,0.13,0,0.02,high,72,25,8.6,12
0.02,0.02,0.57,0.01,high,58,26,8.8,13
0.22,0.27,0.01,0.11,high,70,61,6.4,55
0.5,0.07,0,0.05,high,56,6,6,7
0.56,0.01,0,0.05,high,73,13,7.4,21
0.29,0.02,0.27,0.03,high,81,42,7,106
0.21,0.29,0.01,0.1,high,75,23,7.6,259
0.42,0.05,0,0.14,high,91,48,9.3,316
0.3,0.23,0,0.08,high,72,20,8.5,8
0.3,0.22,0,0.09,high,70,29,6.9,13
0.43,0.12,0,0.05,high,86,55,8.7,96
0.18,0.27,0,0.15,high,71,47,6.3,28
0.44,0.16,0,0.01,high,49,7,6.8,6
0.3,0.23,0,0.08,high,81,29,8.1,12
0.21,0.21,0.11,0.08,high,84,61,8.1,304
0.14,0.34,0,0.14,high,87,82,8.9,391
0.37,0.21,0,0.03,high,90,35,8.6,115
0.46,0.1,0,0.05,high,46,43,3,67
0.26,0.21,0.05,0.1,high,77,24,6.3,130
0.56,0,0,0.05,high,70,28,5.9,34
0.22,0.22,0.08,0.09,high,70,45,7.1,51
0.09,0.44,0,0.07,high,79,43,5.9,33
0.56,0,0,0.05,high,64,29,5.3,26
0.27,0.1,0.22,0.01,high,85,30,7.3,70
0.27,0.18,0.09,0.07,high,58,26,5.4,77
0.44,0.16,0,0.01,high,71,9,6,8
0.44,0.16,0,0.01,high,62,19,8.9,39
0.43,0.16,0,0.01,high,84,8,8.7,11
0.25,0.29,0,0.07,high,67,11,7.3,4
0.5,0.02,0,0.08,high,75,34,7.7,35
0.47,0.08,0.01,0.04,high,59,14,5.9,8
0.43,0.16,0,0.01,high,86,9,7.7,9
0.5,0.02,0,0.08,high,45,28,6,137
0.4,0.1,0.09,0.02,high,80,21,8.3,29
0.2,0.29,0,0.11,high,43,25,3.6,295
0.3,0.23,0,0.08,high,51,24,7.8,29
0.09,0.06,0.42,0.03,high,64,55,7.4,69
0.42,0.16,0,0.02,high,88,48,8.8,27
0.26,0.19,0.07,0.09,high,62,25,5.9,140
0.3,0.23,0.02,0.05,high,60,53,5.1,144
0.5,0.02,0,0.08,high,72,7,6,9
0.12,0.1,0.34,0.05,high,68,26,8.5,75
0.33,0.22,0,0.05,high,71,10,7.6,58
0.13,0.18,0,0.29,high,61,9,6.7,14
0.3,0.24,0,0.06,high,77,77,7.6,94
0.31,0.23,0,0.06,high,32,38,4.6,23
0.29,0.23,0,0.08,high,63,10,8.6,8
0.5,0.02,0,0.08,high,52,29,7.5,39
0.29,0.23,0,0.08,high,87,24,8.6,94
0.32,0.23,0,0.06,high,82,78,8.1,101
0.28,0.25,0,0.06,high,43,7,4.9,8
0.26,0.28,0,0.07,high,35,12,6.8,6
0.32,0.12,0.11,0.04,high,81,58,8.7,101
0.43,0.09,0.04,0.05,high,90,44,8.9,236
0.13,0.38,0,0.09,high,72,47,6.6,88
0.17,0.34,0,0.09,high,69,50,6.9,88
0.31,0.23,0,0.05,high,72,13,7.6,45
0.31,0.19,0,0.1,high,60,28,3.6,306
0.19,0.31,0,0.09,high,90,62,8.3,1180
0.33,0.02,0.21,0.03,high,69,27,6.3,18
0.29,0.23,0,0.08,high,62,8,8.1,8
0.34,0.2,0,0.06,high,56,9,5.8,17
0.38,0.14,0,0.07,high,44,29,2.1,31
0.46,0.12,0,0.02,high,80,16,7.9,16
0,0.53,0,0.06,high,86,28,8,1093
0.4,0.12,0,0.07,high,88,38,7.1,54
0,0,0.59,0,high,83,34,8.5,180
0.21,0.17,0.16,0.06,high,73,19,5.6,18
0.44,0.13,0,0.02,high,90,31,8.5,19
0.46,0.12,0,0.02,high,62,11,7.3,22
0.32,0.22,0,0.05,high,72,18,5.7,75
0.15,0.34,0,0.1,high,88,24,8.2,1102
0.36,0.08,0.14,0.02,high,73,42,7.8,47
0.13,0.22,0.01,0.23,high,77,8,6.8,82
0.25,0.27,0,0.06,high,82,78,8.3,169
0.54,0,0.01,0.03,high,74,48,4.9,44
0.31,0.22,0,0.06,high,60,38,7.5,13
0.29,0.22,0,0.08,high,81,26,9,20
0.14,0.12,0.27,0.05,high,66,5,5.9,242
0.34,0.13,0.11,0.01,high,81,25,9.6,116
0.24,0.28,0,0.06,high,80,34,7.8,46
