NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count
0.05,0.03,0.17,0.02,medium,74,41,7.2,35
0.11,0.14,0,0.03,medium,75,12,8.3,6
0.21,0.06,0,0.01,medium,65,32,6.5,8
0.14,0.09,0,0.04,medium,59,33,4.7,9
0.21,0.06,0,0.01,medium,66,9,5.8,12
0.24,0.01,0,0.02,medium,71,17,6.4,9
0,0.17,0.09,0.01,medium,78,42,8.1,87
0.2,0.06,0,0.01,medium,79,20,8.7,11
0.08,0.16,0,0.03,medium,78,51,5.8,156
0.15,0.1,0,0.02,medium,51,8,6,7
0.11,0.12,0.01,0.03,medium,64,6,3.6,21
0.15,0.1,0,0.02,medium,67,11,8.1,7
0.1,0.16,0,0.02,medium,68,18,5.9,721
0.25,0,0,0.02,medium,38,28,5.1,17
0.17,0.08,0,0.02,medium,72,48,7.5,60
0.25,0,0,0.02,medium,41,7,5.4,18
0.13,0.1,0,0.03,medium,61,57,7.2,13
0.13,0.1,0,0.03,medium,81,22,8.5,20
0.21,0.05,0,0.01,medium,80,48,9,59
0.15,0.09,0,0.03,medium,41,35,5.9,54
0.11,0.05,0.07,0.03,medium,78,28,7.6,116
0.13,0.1,0,0.03,medium,65,24,8.6,12
0.23,0.01,0,0.02,medium,81,36,7.8,21
0.18,0.08,0,0.01,medium,87,69,9.1,33
0.16,0,0.1,0.01,medium,71,41,7.1,7
0.07,0.17,0,0.02,medium,64,33,5.7,22
0.13,0.12,0,0.02,medium,60,21,5.4,18
0.25,0,0,0.02,medium,79,49,5.3,167
0.01,0.22,0,0.04,medium,81,39,5,346
0.21,0.05,0,0.01,medium,69,12,8.7,15
0.19,0.07,0,0,medium,73,10,7.5,6
0.13,0.1,0,0.03,medium,67,21,8.4,20
0.2,0.06,0,0.01,medium,79,25,5.9,7
0.13,0.1,0,0.03,medium,70,26,8.5,21
0.16,0.09,0,0.02,medium,60,26,4.3,77
0.15,0.1,0,0.02,medium,76,63,6.8,43
0.2,0.06,0,0.01,medium,89,17,8.8,5
0.13,0.12,0,0.02,medium,69,20,6.8,36
0.15,0.08,0.01,0.02,medium,69,21,6.6,222
0.13,0.1,0,0.03,medium,75,52,8.3,62
0.25,0,0,0.02,medium,62,16,3.7,15
0.13,0.1,0,0.03,medium,61,17,8,28
0.14,0.1,0,0.02,medium,41,15,6.5,8
0.13,0.1,0,0.03,medium,71,8,6.4,8
0.24,0.01,0,0.02,medium,75,53,7.5,57
0.23,0.02,0,0.02,medium,62,12,5.8,4
0.2,0.06,0,0.01,medium,62,46,6.6,8
0.06,0.05,0.14,0.02,medium,77,16,6,5
0.16,0.09,0,0.02,medium,68,7,6.8,38
0.11,0.09,0.04,0.03,medium,77,56,8.1,124
0.04,0.19,0,0.04,medium,76,33,8.1,176
0.25,0,0,0.02,medium,42,20,6.6,12
0.21,0.05,0,0.01,medium,84,17,9,4
0.13,0.1,0,0.03,medium,56,16,7,4
0.21,0.05,0,0.01,medium,66,15,7.3,8
0.15,0.09,0,0.02,medium,69,16,7.6,32
0.1,0.13,0,0.04,medium,78,46,7.7,359
0.18,0.08,0,0,medium,79,23,8.4,21
0.13,0.1,0,0.03,medium,75,13,8.9,21
0.2,0.06,0,0.01,medium,78,20,7.9,7
0.13,0.1,0,0.03,medium,52,14,8.3,21
0.12,0.11,0,0.02,medium,78,45,7,38
0.13,0.1,0,0.03,medium,66,20,8.3,6
0.14,0.1,0,0.03,medium,41,8,7.4,7
0.24,0,0.01,0.02,medium,63,24,6.3,10
0.14,0.1,0,0.03,medium,47,62,5.7,109
0.24,0,0,0.02,medium,59,4,6.7,6
0.24,0.01,0,0.02,medium,45,4,6.1,22
0.15,0.09,0,0.02,medium,69,49,7.3,59
0.2,0.06,0,0.01,medium,87,18,8.2,25
0.11,0.09,0.03,0.03,medium,46,14,8.4,11
0.12,0.1,0,0.04,medium,40,9,6.4,31
0.24,0,0,0.02,medium,75,22,6.8,52
0.24,0,0,0.02,medium,46,9,7,6
0.24,0,0,0.02,medium,89,27,8.2,160
0.07,0.16,0,0.04,medium,73,28,8.5,79
0.13,0.1,0,0.03,medium,53,16,7.3,11
0.22,0.02,0,0.02,medium,55,42,6.4,24
0.16,0.05,0.04,0.01,medium,90,41,8.5,64
0.25,0,0,0.02,medium,87,4,5.6,9
0.09,0.01,0.15,0.01,medium,76,24,7.4,37
0.23,0.01,0,0.02,medium,51,48,6.2,49
0.13,0,0.12,0.01,medium,84,28,8.8,79
0.09,0.13,0,0.04,medium,81,70,8.1,188
0.13,0.1,0,0.03,medium,56,11,7.5,10
0.09,0,0.16,0.01,medium,82,17,8.9,24
0.22,0.02,0,0.02,medium,55,26,6.8,20
0.18,0.06,0,0.02,medium,68,39,8.2,332
0.13,0.1,0,0.03,medium,50,7,6.6,8
0.06,0.15,0,0.05,medium,59,27,5.7,13
0.11,0.03,0.09,0.03,medium,63,22,8.6,20
0.1,0.01,0.14,0.01,medium,80,41,8.2,89
0,0,0.26,0.01,medium,83,25,7.2,75
0.2,0.05,0,0.01,medium,67,20,7.6,16
0.04,0.04,0.16,0.02,medium,64,11,7.8,9
0.26,0,0,0,medium,70,11,6.6,11
0.18,0.05,0,0.02,medium,63,13,3.5,27
0.24,0,0,0.02,medium,61,5,4.5,10
0.12,0.12,0,0.02,medium,68,12,5.5,27
0.21,0.02,0,0.02,medium,73,55,7.1,40
0.13,0.1,0,0.03,medium,59,14,9,17
0.11,0.13,0,0.02,medium,81,16,5.8,135
0.24,0,0,0.02,medium,78,12,6.9,7
0.04,0.03,0.18,0.02,medium,66,8,8.9,35
0,0.01,0.25,0,medium,59,16,7.9,10
0.06,0.05,0.14,0.02,medium,73,19,8.7,7
0.13,0.1,0,0.03,medium,44,14,6.7,9
0.19,0.06,0,0.01,medium,77,33,8.4,7
0.2,0.05,0,0.01,medium,70,17,5.8,16
0.2,0.04,0,0.02,medium,67,44,7.9,34
0.13,0.1,0,0.03,medium,67,21,8.4,43
0.2,0.05,0,0.01,medium,66,10,7.4,8
0.24,0,0,0.02,medium,77,29,8.6,26
0.19,0.06,0,0.01,medium,88,65,9.1,58
0.13,0.1,0,0.03,medium,64,45,6.9,12
0.06,0.04,0.14,0.02,medium,70,17,6.6,120
0.12,0.08,0.02,0.04,medium,68,55,6.8,402
0.13,0.1,0,0.03,medium,78,31,9,39
0.12,0.1,0.02,0.02,medium,75,30,7.4,170
0.17,0.06,0,0.02,medium,53,10,6.6,10
0,0,0.26,0,medium,74,60,8.4,89
0.16,0.07,0,0.02,medium,54,55,6.2,195
0.11,0.08,0.02,0.04,medium,80,75,8.5,236
0.2,0.03,0,0.03,medium,78,17,6.5,41
0.11,0.02,0.11,0.01,medium,71,41,8.4,36
0.08,0.15,0,0.03,medium,47,39,7.1,87
0.2,0.03,0,0.02,medium,80,57,7.5,79
0.21,0.03,0,0.02,medium,58,20,7.6,19
0.19,0.06,0,0.01,medium,79,15,8.1,7
0.13,0.1,0,0.03,medium,77,30,8.1,9
0.13,0.1,0,0.03,medium,58,19,7.8,8
0.24,0,0,0.02,medium,46,5,3.6,5
0.16,0.06,0.04,0,medium,87,27,8.2,39
0.13,0.1,0,0.03,medium,73,18,6,5
0.23,0.01,0,0.02,medium,63,11,8.6,7
0.19,0.06,0,0.01,medium,77,44,7.9,16
0.24,0,0,0.02,medium,68,25,7.7,7
0.2,0.05,0,0.01,medium,89,25,8.5,11
0.13,0.01,0.11,0.01,medium,73,34,8.4,17
0.18,0.07,0,0,medium,84,17,7.4,10
0.19,0.05,0,0.01,medium,77,31,8.8,4
0.01,0.2,0,0.04,medium,94,54,8.1,2454
0.21,0,0.02,0.02,medium,79,51,7.9,32
0.12,0.1,0,0.03,medium,56,12,8.6,17
0.15,0.04,0.06,0.01,medium,81,19,8.5,15
0.03,0.15,0,0.07,medium,74,14,7.2,9
0.12,0.1,0,0.03,medium,46,15,4.6,8
0.23,0,0,0.02,medium,69,32,7.8,15
0.22,0.01,0,0.02,medium,65,22,7.5,10
0.15,0.08,0,0.02,medium,52,35,5.2,126
0,0.21,0,0.05,medium,62,26,3.5,104
0.2,0.04,0,0.01,medium,80,34,7.7,20
0.13,0.06,0.05,0.02,medium,64,29,5.6,11
0.12,0.1,0,0.03,medium,77,14,7.3,6
0.16,0.06,0,0.03,medium,86,23,6.9,23
0.12,0.01,0.1,0.02,medium,67,31,7.1,54
0.18,0.04,0.01,0.03,medium,71,10,6.4,5
0.14,0.1,0,0.02,medium,93,8,8.7,20
0.1,0.13,0,0.03,medium,76,14,7.5,44
0.14,0.1,0,0.02,medium,30,6,6.3,4
0.15,0.02,0.06,0.02,medium,53,46,6.7,42
0.06,0.14,0.02,0.04,medium,59,48,7.1,73
0.12,0.08,0.02,0.03,medium,57,34,6.2,70
0.19,0.05,0,0.01,medium,73,47,8,8
0.19,0.05,0,0.01,medium,71,22,7.9,14
0.19,0.05,0,0.01,medium,71,37,8.7,31
0.22,0.01,0,0.02,medium,85,44,8.2,44
0.12,0.1,0,0.03,medium,83,21,8.5,43
0.05,0.15,0,0.05,medium,42,33,3.8,20
0.19,0.05,0,0.01,medium,79,35,8.4,18
0.02,0.22,0,0.02,medium,72,45,5.9,278
0.14,0.09,0,0.02,medium,53,6,7.4,16
0.16,0.08,0,0.01,medium,74,38,8.3,15
0.15,0.06,0,0.03,medium,65,5,6.5,4
0.21,0.02,0,0.02,medium,64,5,6.6,5
0.23,0,0,0.02,medium,78,20,7.3,11
0.22,0.01,0,0.02,medium,65,16,6.1,8
0.09,0.03,0.1,0.03,medium,78,15,8.6,49
0.04,0.19,0,0.02,medium,76,16,3.3,546
0.12,0.1,0,0.03,medium,38,7,6.8,6
0.19,0.05,0,0.01,medium,81,22,8.5,8
0.19,0.05,0,0.01,medium,75,31,7.1,8
0.22,0.01,0,0.02,medium,63,20,6.9,13
0.08,0.13,0,0.04,medium,69,22,6.7,79
0.12,0.1,0,0.03,medium,87,21,8.7,19
0.22,0.01,0,0.02,medium,57,8,6.2,19
0.11,0.09,0,0.05,medium,63,10,7.8,17
0.21,0.02,0,0.02,medium,70,52,7.5,48
0.14,0.08,0,0.02,medium,56,45,6.4,29
0.03,0.03,0.18,0.01,medium,64,27,7.4,12
0.18,0.05,0,0.02,medium,57,18,7.1,7
0.18,0.05,0,0.02,medium,57,50,6.8,33
0.08,0.13,0,0.03,medium,83,28,7.9,903
0.12,0.09,0,0.03,medium,43,7,5.4,14
0.19,0.05,0,0.01,medium,70,19,7.4,21
0.14,0.09,0,0.02,medium,89,14,6.6,77
0.12,0.09,0,0.03,medium,51,32,7.5,13
0.19,0.05,0,0.01,medium,55,4,7.9,10
0.19,0.01,0.03,0.02,medium,65,31,7.2,31
0.12,0.11,0,0.02,medium,59,7,6.1,8
0.16,0.07,0,0.02,medium,50,5,6.8,11
0.19,0.04,0,0.02,medium,53,8,6.1,10
0.1,0.01,0.12,0.02,medium,83,33,7.1,47
0.23,0,0,0.02,medium,74,19,4.7,7
0.12,0.09,0,0.03,medium,77,13,8,10
0.12,0.09,0,0.04,medium,80,45,7.7,40
0.19,0.05,0,0.01,medium,82,34,6.2,26
0.07,0.12,0,0.05,medium,56,17,4.9,8
0.14,0.09,0,0.02,medium,39,28,5,51
0.16,0.05,0.03,0.02,medium,58,39,4.4,136
0.09,0.13,0,0.02,medium,88,81,7.3,684
0.1,0.11,0,0.04,medium,63,32,6.3,60
0.19,0.05,0,0.01,medium,71,18,7.4,7
0.08,0.15,0,0.02,medium,64,13,5.3,22
0.13,0.06,0,0.06,medium,75,15,8.2,148
0.12,0.09,0,0.03,medium,43,12,8,20
0.03,0.17,0,0.04,medium,79,26,7,1327
0.16,0.01,0.05,0.02,medium,79,32,8.7,82
0.13,0.09,0,0.02,medium,51,8,8.6,15
0.12,0.1,0,0.02,medium,80,28,7.1,158
0.12,0.09,0,0.03,medium,73,23,8.8,14
0.2,0.03,0,0.02,medium,78,46,6.2,80
0.14,0.03,0.04,0.04,medium,57,40,6.5,72
0.1,0.12,0,0.02,medium,68,12,6.4,13
0.14,0.09,0,0.02,medium,48,8,7.3,7
0.23,0,0,0.02,medium,80,26,7.9,18
0.17,0.05,0,0.02,medium,76,15,5.5,17
0.1,0.01,0.1,0.04,medium,82,56,8.8,237
0.12,0.09,0,0.03,medium,63,20,4.8,20
0.12,0.09,0,0.03,medium,63,20,7.6,11
0.08,0.07,0.06,0.03,medium,76,31,8.1,74
0.1,0.06,0.08,0.01,medium,71,37,7.8,26
0.12,0.09,0,0.03,medium,84,39,9.1,117
0.05,0.06,0.11,0.02,medium,67,35,7.5,73
0.19,0.05,0,0.01,medium,83,14,8.9,44
0.14,0.04,0.05,0.01,medium,83,27,8.6,10
0.17,0.06,0,0,medium,70,30,5,6
0.21,0.01,0,0.02,medium,42,28,5.5,33
0.11,0.1,0,0.03,medium,70,36,5.5,531
0.18,0.05,0,0.01,medium,53,4,8.6,12
0.22,0.01,0,0.02,medium,56,6,6.9,12
0.08,0.11,0,0.04,medium,67,44,7.4,36
0.21,0,0.01,0.02,medium,64,4,4.2,10
0.18,0.05,0,0.01,medium,88,23,5.1,23
0.12,0.09,0,0.03,medium,78,25,7.7,13
0.18,0.05,0,0.01,medium,75,26,8,7
0.02,0.19,0,0.04,medium,88,36,8,1247
0.19,0,0.03,0.02,medium,80,26,7.7,47
0.19,0.05,0,0.01,medium,81,30,8.3,8
0.22,0,0,0.02,medium,42,5,6.2,5
0.19,0.05,0,0.01,medium,67,16,7.7,12
0.16,0.06,0,0.02,medium,58,22,8,46
0.09,0.13,0,0.02,medium,80,66,7.3,520
0.18,0.05,0,0.01,medium,52,26,8.5,14
0.18,0.05,0,0.01,medium,51,11,6.1,8
0.21,0.01,0,0.02,medium,60,12,5.3,14
0.16,0.05,0,0.03,medium,68,9,7.1,25
0.15,0.06,0.01,0.02,medium,71,54,6.5,131
0.19,0.05,0,0.01,medium,70,12,9.2,60
0.1,0.01,0.12,0.01,medium,75,42,7.4,28
0.12,0.09,0,0.03,medium,83,17,8,6
0.2,0.01,0,0.03,medium,77,23,4,38
0.2,0.02,0,0.02,medium,60,16,5.2,9
0.19,0.05,0,0.01,medium,61,32,4,6
0.17,0.06,0,0,medium,64,7,5.4,5
0.17,0.04,0.01,0.03,medium,77,48,7.7,100
0,0.19,0,0.05,medium,81,40,8.1,1472
0.15,0,0.07,0.01,medium,53,29,6.3,15
0.07,0.13,0,0.03,medium,63,35,6.1,12
0.09,0.01,0.13,0.01,medium,77,44,7.9,49
0.17,0.05,0,0.02,medium,73,5,6.2,40
0.16,0,0.06,0.01,medium,70,25,7,24
0.18,0.05,0,0.01,medium,59,15,6.2,5
0.17,0.06,0,0,medium,68,33,7.1,23
0.11,0,0.12,0.01,medium,71,29,7.4,13
0.16,0.06,0,0.02,medium,53,31,5.2,10
0.13,0.03,0.06,0.01,medium,62,17,8.2,37
0.05,0.17,0,0.02,medium,87,22,8.3,194
0.12,0.09,0,0.03,medium,46,21,3.9,14
0.12,0.09,0,0.02,medium,75,13,7.7,15
0.22,0,0,0.02,medium,49,17,5.7,13
0.12,0.09,0,0.03,medium,85,49,9.1,54
0.14,0.07,0,0.03,medium,50,33,4.8,37
0.03,0.14,0,0.07,medium,57,28,7.9,18
0.18,0.03,0,0.03,medium,67,35,6.6,25
0.21,0,0,0.02,medium,63,24,7.8,8
0.16,0.01,0.04,0.02,medium,59,24,7.3,28
0.05,0.14,0,0.04,medium,65,16,7.4,34
0.18,0.05,0,0.01,medium,77,22,8.4,9
0.15,0.05,0,0.04,medium,43,25,2.7,175
0.17,0.05,0,0.02,medium,42,59,4.7,22
0.1,0.1,0,0.03,medium,53,14,5.5,81
0.12,0.1,0,0.02,medium,69,4,6.8,15
0.02,0.21,0,0.01,medium,51,18,5.4,7
0.18,0.04,0,0.02,medium,47,51,5,72
0.07,0.15,0,0.02,medium,80,23,4.3,113
0.06,0.13,0,0.04,medium,46,12,7.5,30
0.16,0.05,0,0.02,medium,65,70,6.2,57
0.08,0.01,0.13,0.01,medium,61,27,5.4,101
0.12,0.09,0,0.03,medium,56,9,8.2,9
0.11,0.1,0,0.02,medium,74,29,8.1,14
0.18,0.04,0,0.02,medium,62,37,6.4,36
0.1,0.08,0.02,0.03,medium,73,27,8.4,18
0.16,0.06,0,0.02,medium,72,27,6.8,243
0.19,0.03,0,0.02,medium,63,10,8.2,5
0.22,0,0,0.02,medium,62,18,7.5,6
0.11,0.09,0,0.03,medium,76,26,7,4
0.1,0.11,0,0.02,medium,77,24,8.1,31
0.21,0.01,0,0.02,medium,66,7,6.5,4
0.16,0.04,0,0.04,medium,59,24,5.6,86
0.18,0.05,0,0.01,medium,85,14,9.1,15
0.18,0.05,0,0.01,medium,79,30,9.1,31
0.18,0.05,0,0.01,medium,68,26,5.8,10
0.09,0,0.13,0.01,medium,63,20,7.9,18
0.2,0.01,0,0.02,medium,68,15,6,6
0.19,0.02,0,0.02,medium,56,42,6.2,18
0.17,0.05,0,0.01,medium,85,20,8.8,6
0.11,0.09,0,0.03,medium,73,34,9.1,23
0,0,0.23,0,medium,64,35,7.5,25
0,0,0.23,0,medium,81,10,8,90
0.05,0.02,0.14,0.02,medium,77,20,7.5,132
0.11,0.09,0,0.03,medium,35,9,3.4,16
0.11,0.09,0,0.03,medium,47,12,7.2,6
0.14,0.07,0,0.03,medium,72,42,6.5,15
0.15,0.01,0.06,0.01,medium,88,49,7.5,164
0.18,0.05,0,0.01,medium,75,17,7.8,19
0.18,0.05,0,0.01,medium,89,19,8.7,25
0.11,0.09,0.01,0.02,medium,70,37,6.2,12
0.11,0.09,0,0.03,medium,90,19,7,22
0.08,0.13,0,0.02,medium,75,53,6.4,53
0.17,0.05,0,0.01,medium,84,47,8,22
0.13,0.09,0,0.02,medium,61,4,7.8,4
0.09,0.12,0,0.02,medium,88,104,7.1,1221
0.21,0,0,0.02,medium,69,42,6.2,13
0.14,0.02,0.05,0.02,medium,52,32,7.2,82
0.17,0.05,0,0.02,medium,58,21,7.8,5
0.11,0.09,0,0.03,medium,73,23,8.8,47
0.21,0.01,0,0.02,medium,27,7,5.1,14
0.12,0.08,0,0.03,medium,58,13,6.8,4
0.21,0.01,0,0.02,medium,81,33,8.6,31
0.15,0.05,0,0.03,medium,57,21,5,14
0.17,0.05,0,0.01,medium,66,33,7.7,22
0.09,0.1,0,0.04,medium,73,36,5.2,17
0.13,0.06,0.02,0.02,medium,59,18,5.7,12
0.11,0.09,0,0.03,medium,70,18,5.8,12
0.13,0.07,0.01,0.02,medium,57,14,5.6,46
0.13,0.06,0,0.04,medium,66,25,5.2,5
0.13,0.08,0,0.02,medium,79,37,6.9,734
0.11,0.09,0,0.03,medium,74,49,8.3,19
0.11,0.09,0,0.03,medium,55,18,6.3,4
0.09,0.11,0,0.02,medium,74,17,6.8,5
0.18,0.03,0,0.02,medium,59,17,5.5,4
0.17,0.05,0,0.01,medium,82,23,8.2,23
0.17,0.05,0,0.01,medium,61,26,6.5,13
0.17,0.01,0.04,0.01,medium,82,39,7.8,25
0.06,0.05,0.1,0.02,medium,87,4,7.1,13
0.15,0.06,0,0.02,medium,71,12,7.4,7
0.13,0.09,0,0.01,medium,86,9,9,41
0.19,0.02,0,0.02,medium,71,29,8.4,33
0.21,0,0,0.02,medium,75,9,6.7,30
0.1,0.09,0,0.04,medium,77,50,7.5,160
0.11,0.09,0,0.03,medium,58,12,6.2,5
0.11,0.09,0,0.03,medium,73,20,8.5,14
0.18,0.05,0,0.01,medium,90,10,8,5
0.2,0.01,0,0.02,medium,73,27,8.1,13
0.15,0.01,0.04,0.02,medium,87,37,8.2,69
0.02,0.02,0.17,0.01,medium,82,5,8.6,42
0.19,0.02,0,0.02,medium,79,23,8.1,44
0.14,0,0.07,0.02,medium,55,12,7.9,44
0.14,0,0.08,0.02,medium,79,27,8.5,65
0.09,0.09,0.01,0.04,medium,83,65,7.8,85
0.2,0.01,0,0.02,medium,79,21,6.7,6
0.11,0.09,0,0.03,medium,39,10,4.3,6
0.21,0,0,0.02,medium,63,16,4.9,10
0.09,0,0.12,0.01,medium,50,13,5.4,13
0.11,0.09,0,0.02,medium,76,16,8.2,1237
0,0.09,0.11,0.02,medium,62,14,7.3,34
0.11,0.09,0,0.03,medium,62,22,5.9,8
0.18,0.03,0,0.02,medium,59,7,6.7,6
0.11,0.09,0,0.03,medium,61,26,9.2,6
0.12,0.03,0.05,0.03,medium,64,39,7.9,215
0.08,0.13,0,0.02,medium,64,14,4.1,20
0.11,0.09,0,0.03,medium,51,21,7,6
0.11,0.09,0,0.03,medium,74,33,8.4,65
0.2,0.01,0,0.02,medium,72,13,7.8,5
0.17,0.05,0,0.01,medium,60,40,7.3,9
0.11,0.09,0,0.03,medium,58,9,7,5
0.2,0,0,0.02,medium,75,25,8.5,15
0.07,0.1,0.03,0.02,medium,78,9,5.4,7
0.17,0.04,0,0.01,medium,84,31,9.2,95
0.11,0.04,0.06,0,medium,79,17,8.8,9
0,0.19,0,0.03,medium,69,51,5.6,751
0.17,0.04,0,0.01,medium,88,18,9,5
0.16,0.06,0,0,medium,77,20,7.8,6
0,0.08,0.12,0.02,medium,82,24,8.4,125
0.21,0,0,0.01,medium,42,5,3.1,9
0.13,0.07,0,0.03,medium,58,43,7.2,29
0.04,0.13,0.03,0.03,medium,66,30,7,47
0.13,0.02,0.06,0.01,medium,54,35,6.1,28
0.03,0.02,0.17,0.01,medium,61,12,8,5
0.19,0.01,0,0.02,medium,61,15,5.6,7
0.07,0.06,0.08,0.02,medium,50,18,6.3,8
0.16,0.06,0,0,medium,77,21,9,22
0.14,0.01,0.07,0.01,medium,72,44,7.8,15
0.13,0.06,0,0.03,medium,68,22,7.6,7
0.2,0,0,0.02,medium,73,19,7.7,14
0.14,0.07,0,0.02,medium,69,33,7.3,33
0.2,0,0,0.02,medium,76,34,7,7
0.04,0.13,0.01,0.04,medium,47,13,5.2,37
0.18,0.02,0,0.02,medium,80,38,7.9,59
0.05,0.13,0,0.04,medium,70,42,5.4,28
0.16,0.06,0,0,medium,67,7,8.5,12
0.2,0,0,0.02,medium,61,13,8,9
0.16,0.05,0,0.01,medium,77,44,8.8,23
0.17,0.04,0,0.01,medium,47,10,5.6,8
0.05,0.15,0,0.02,medium,72,16,7.3,117
0.17,0.04,0,0.01,medium,86,39,8.3,19
0.05,0.14,0,0.03,medium,80,5,8.5,44
0.09,0.1,0,0.04,medium,81,21,7.8,25
0.2,0,0,0.02,medium,56,31,5.6,5
0.16,0.05,0,0.01,medium,19,4,4.3,7
0.09,0.08,0,0.05,medium,58,21,7,12
0.1,0,0.11,0.01,medium,53,19,5.8,17
0.16,0.05,0,0.01,medium,58,37,7,14
0.11,0.08,0,0.03,medium,66,34,7,22
0.17,0.04,0,0.01,medium,66,17,5.6,9
0,0,0.22,0,medium,80,17,9,24
0.2,0,0,0.02,medium,82,16,7.9,8
0.03,0.12,0,0.07,medium,49,34,5.6,19
0.12,0.08,0,0.02,medium,88,22,6.8,156
0.13,0.06,0,0.03,medium,49,33,4.8,28
0.17,0.04,0,0.01,medium,70,20,8.5,13
0.11,0.01,0,0.1,medium,69,6,8.3,6
0.19,0.01,0,0.02,medium,51,11,5.9,14
0.11,0.08,0,0.03,medium,67,12,7.8,6
0.2,0,0,0.02,medium,70,23,5.6,8
0.08,0,0.13,0.01,medium,78,30,8,47
0.1,0.1,0,0.02,medium,71,13,6.7,166
0.07,0.13,0,0.03,medium,80,6,8.2,127
0.11,0.08,0,0.03,medium,60,7,7.9,9
0.11,0.09,0,0.02,medium,61,9,8.3,4
0.11,0.08,0,0.03,medium,61,13,6.8,65
0.1,0.02,0.08,0.01,medium,58,28,6.8,56
0.2,0,0,0.02,medium,72,19,5.4,8
0.19,0.01,0,0.02,medium,82,11,8.2,13
0.16,0.06,0,0,medium,60,12,7.1,9
0.15,0.02,0.03,0.01,medium,75,33,6.6,22
0.08,0.12,0,0.02,medium,72,45,8.8,36
0.14,0.06,0,0.02,medium,62,11,7.3,44
0.12,0.07,0,0.03,medium,80,24,6.8,1428
0.17,0.04,0,0.01,medium,92,24,8.3,15
0.13,0.06,0,0.02,medium,61,59,6,116
0.15,0.06,0,0,medium,53,14,7.4,5
0.17,0.04,0,0.01,medium,70,11,7.8,6
0.19,0.01,0,0.02,medium,70,63,7.8,36
0.11,0.08,0,0.03,medium,69,24,5,12
0.12,0,0.08,0.01,medium,63,12,6.2,34
0.19,0.01,0,0.02,medium,49,36,6,49
0.1,0.08,0,0.04,medium,47,5,2,87
0.07,0,0.13,0.01,medium,80,27,8,17
0.17,0.03,0,0.02,medium,43,5,4,5
0.11,0.08,0,0.03,medium,52,17,6.8,8
0.11,0.08,0,0.03,medium,63,17,8,7
0.2,0,0,0.02,medium,57,25,6.9,14
0.03,0.02,0.15,0.01,medium,66,28,8,7
0.13,0.03,0.04,0.01,medium,68,37,7.2,37
0.2,0,0,0.02,medium,82,22,8.2,12
0.19,0.01,0,0.02,medium,46,21,5.6,19
0.1,0.08,0,0.03,medium,76,44,8.6,14
0.15,0.06,0,0,medium,61,8,6.5,4
0.1,0.08,0,0.03,medium,56,15,8.5,18
0.1,0.08,0,0.03,medium,47,7,7.4,8
0.14,0.05,0.01,0.02,medium,69,69,7.7,125
0.1,0.1,0,0.02,medium,68,30,6.7,118
0.07,0.13,0,0.02,medium,72,19,3.5,1509
0.16,0.05,0,0.01,medium,76,20,7.5,6
0.16,0.05,0,0.01,medium,83,32,7.5,26
0.14,0.05,0,0.02,medium,25,4,3.8,48
0.16,0.05,0,0.01,medium,70,55,7,6
0.1,0.08,0,0.03,medium,60,17,8.6,5
0.1,0.08,0,0.03,medium,65,37,7.1,8
0.2,0,0,0.02,medium,67,21,7.7,16
0.19,0,0,0.02,medium,84,31,8.7,55
0.1,0.08,0,0.03,medium,85,29,7.7,17
0.19,0.01,0,0.02,medium,76,31,6.2,35
0.1,0.08,0,0.03,medium,84,18,7.2,11
0.1,0.08,0,0.03,medium,63,22,5.2,13
0.12,0.07,0,0.02,medium,71,54,6.4,64
0.04,0.13,0,0.04,medium,92,78,8.8,1381
0.05,0.12,0,0.04,medium,73,4,7.5,4
0.16,0.05,0,0.01,medium,74,22,7,10
0.02,0,0.19,0,medium,68,12,7.6,16
0.2,0,0,0.02,medium,70,9,6.5,10
0.12,0.08,0,0.01,medium,26,7,4,5
0.2,0,0,0.02,medium,63,4,5.8,5
0.16,0.05,0,0.01,medium,75,43,8.1,21
0.09,0,0.1,0.02,medium,74,37,8.1,61
0.1,0.08,0,0.03,medium,83,46,7.8,13
0.11,0.09,0,0.02,medium,74,14,5.9,544
0.1,0.08,0,0.03,medium,76,20,8.3,22
0.09,0.07,0.03,0.02,medium,78,18,8.2,19
0.16,0.01,0.02,0.02,medium,83,52,7.8,36
0.16,0.05,0,0.01,medium,65,5,8.4,16
0.04,0.06,0.08,0.03,medium,77,5,8.6,46
0.06,0.01,0.12,0.02,medium,72,35,8.4,77
0.08,0.08,0.03,0.02,medium,79,9,7,12
0.18,0.02,0,0.02,medium,60,8,6.4,15
0.1,0.07,0,0.04,medium,83,6,8.4,259
0.09,0.1,0,0.02,medium,67,51,7.6,33
0.16,0.03,0,0.02,medium,78,28,6.9,20
0.06,0.14,0,0.01,medium,63,17,8,6
0.16,0.04,0,0.01,medium,47,5,4.2,5
0.13,0.07,0,0.02,medium,69,53,7.4,50
0.18,0.01,0,0.01,medium,80,43,8.7,35
0.1,0.08,0,0.03,medium,61,21,5,11
0.11,0.07,0,0.03,medium,43,32,4.8,13
0.11,0.06,0,0.04,medium,74,27,7,13
0.19,0,0,0.02,medium,37,6,6.4,20
0.18,0.01,0,0.02,medium,67,16,7.3,19
0.1,0.08,0,0.03,medium,81,25,8.9,49
