Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
Fire Emblem: Thracia 776,Nintendo,1999,Strategy,Nintendo,0,0,0.26,0,0.26,,,,,,
Resident Evil: Deadly Silence,Nintendo,2006,Action,Capcom,0.11,0.02,0.11,0.01,0.26,71,41,8.4,36,Capcom,M
Legendary,Microsoft,2008,Shooter,Atari,0.08,0.15,0,0.03,0.26,47,39,7.1,87,Spark Unlimited,M
Peter Jackson's King Kong: The Official Game of the Movie,Microsoft,2005,Action,Ubisoft,0.2,0.03,0,0.02,0.26,80,57,7.5,79,Ubisoft Montpellier,T
Rayman DS,Nintendo,2005,Platform,Ubisoft,0.21,0.03,0,0.02,0.26,58,20,7.6,19,DC Studios,E
A.C.E.: Another Century's Episode 3: The Final,Playstation,2007,Simulation,Banpresto,0,0,0.26,0,0.26,,,,,,
ATV: Quad Power Racing,Nintendo,2002,Racing,Liquid Games,0.18,0.07,0,0,0.26,49,7,tbd,,Tantalus Interactive,E
All-Star Baseball 2003,Microsoft,2002,Sports,Acclaim Entertainment,0.19,0.06,0,0.01,0.26,79,15,8.1,7,Acclaim,E
MTX Mototrax,Playstation,2004,Racing,Activision,0.13,0.1,0,0.03,0.26,77,30,8.1,9,Left Field Productions,E
Tomb Raider: Underworld (Others sales),Playstation,2009,Adventure,Eidos Interactive,0,0.21,0,0.04,0.26,,,,,,
NHL Rock the Rink,Playstation,1999,Sports,Electronic Arts,0.14,0.1,0,0.02,0.26,,,,,,
NBA ShootOut 2004,Playstation,2003,Sports,Sony Computer Entertainment,0.13,0.1,0,0.03,0.26,58,19,7.8,8,989 Sports,E
Super Robot Taisen R,Nintendo,2002,Strategy,Banpresto,0,0,0.25,0.01,0.26,,,,,,
Nancy Drew: The Mystery of the Clue Bender Society,Nintendo,2008,Adventure,Codemasters,0.24,0,0,0.02,0.26,46,5,3.6,5,Gorilla Systems,E10+
Castlevania: Harmony of Dissonance,Nintendo,2002,Platform,Konami Digital Entertainment,0.16,0.06,0.04,0,0.26,87,27,8.2,39,KCET,T
Formula One 2001,Playstation,2001,Racing,Sony Computer Entertainment,0.13,0.1,0,0.03,0.26,73,18,6,5,Studio Liverpool,E
The Penguins of Madagascar,Nintendo,2010,Action,THQ,0.12,0.11,0,0.02,0.26,,,tbd,,Griptonite Games,E
Pirates of the Caribbean: Dead Man's Chest,Nintendo,2006,Adventure,Disney Interactive Studios,0.23,0.01,0,0.02,0.26,63,11,8.6,7,Amaze Entertainment,T
Baldur's Gate: Dark Alliance II,Microsoft,2004,Role-Playing,Acclaim Entertainment,0.19,0.06,0,0.01,0.26,77,44,7.9,16,Black Isle Studios,T
Madden NFL 2005,Nintendo,2004,Sports,Electronic Arts,0.24,0,0,0.02,0.26,68,25,7.7,7,Exient Entertainment,E
Polarium,Nintendo,2004,Puzzle,Nintendo,0.13,0.01,0.11,0.01,0.26,73,34,8.4,17,Mitchell,E
Super Street Fighter II: Turbo Revival,Nintendo,2001,Fighting,Ubisoft,0.18,0.07,0,0,0.25,84,17,7.4,10,Capcom,T
Secret Weapons Over Normandy,Microsoft,2003,Simulation,LucasArts,0.19,0.05,0,0.01,0.25,77,31,8.8,4,Totally Games,T
Combination Pro Soccer: J-League no Kantoku ni Natte Sekai wo Mezase!!,Playstation,1998,Sports,Axela,0,0,0.24,0.02,0.25,,,,,,
Metroid Prime Pinball,Nintendo,2005,Misc,Nintendo,0.21,0,0.02,0.02,0.25,79,51,7.9,32,Fuse Games Limited,E
Teen Titans,Playstation,2006,Action,THQ,0.12,0.1,0,0.03,0.25,56,12,8.6,17,Artificial Mind and Movement,E10+
Reload: Target Down,Nintendo,2010,Shooter,Mastiff,0.24,0,0,0.01,0.25,,,tbd,,Mastiff,T
Madden NFL 08,Nintendo,2007,Sports,Electronic Arts,0.23,0,0,0.02,0.25,71,11,tbd,,Exient Entertainment,E
Spelling Challenges and more!,Playstation,2007,Misc,Crave Entertainment,0.24,0,0,0.02,0.25,,,,,,
Crusaders of Might and Magic,Playstation,1999,Role-Playing,3DO,0.14,0.1,0,0.02,0.25,,,,,,
One Piece: Pirate Warriors 3,Playstation,2015,Action,Namco Bandai Games,0,0.06,0.19,0.01,0.25,,,3.7,7,Omega Force,T
Star Wars The Clone Wars: Republic Heroes,Playstation,2009,Action,LucasArts,0.17,0.01,0,0.08,0.25,,,8.3,9,"LucasArts, Krome Studios",T
Sega Rally Revo,Playstation,2007,Racing,Sega,0.03,0.15,0,0.07,0.25,74,14,7.2,9,Bugbear,E
TOCA Race Driver 2: Ultimate Racing Simulator,Playstation,2005,Racing,Codemasters,0,0.25,0,0,0.25,,,,,,
Surfing H3O,Playstation,2000,Sports,Take-Two Interactive,0.12,0.1,0,0.03,0.25,46,15,4.6,8,Opus,E
Romance of the Three Kingdoms II,Nintendo,1991,Strategy,Tecmo Koei,0,0,0.25,0,0.25,,,,,,
Ice Age 2: The Meltdown,Nintendo,2006,Platform,Vivendi Games,0.18,0.07,0,0,0.25,,,tbd,,Amaze Entertainment,E
The Suite Life of Zack & Cody: Tipton Trouble,Nintendo,2006,Action,Disney Interactive Studios,0.23,0,0,0.02,0.25,,,,,,
Final Fantasy Type-0,Microsoft,2015,Role-Playing,Square Enix,0.16,0.07,0,0.02,0.25,,,,,,
NASCAR 09,Microsoft,2008,Racing,Electronic Arts,0.23,0,0,0.02,0.25,69,32,7.8,15,EA Games,E
World Series of Poker,Microsoft,2005,Misc,Activision,0.19,0.05,0,0.01,0.25,52,14,tbd,,Activision Value,E10+
NASCAR 09,Playstation,2008,Racing,Electronic Arts,0.22,0.01,0,0.02,0.25,65,22,7.5,10,EA Games,E
Game of Thrones,Microsoft,2012,Role-Playing,Focus Home Interactive,0.15,0.08,0,0.02,0.25,52,35,5.2,126,"Cyanide, Cyanide Studios",M
Power Pro Kun Pocket 2,Nintendo,2000,Sports,Konami Digital Entertainment,0,0,0.25,0,0.25,,,,,,
Zoo Resort 3D,Nintendo,2011,Simulation,Ubisoft,0.11,0.09,0.03,0.02,0.25,,,tbd,,AQ Interactive,E
Smart Girl's Playhouse,Nintendo,2007,Misc,505 Games,0.24,0,0,0.02,0.25,,,tbd,,Starfish SD,E
Walt Disney's The Jungle Book: Rhythm N'Groove,Playstation,2003,Misc,Disney Interactive Studios,0.12,0.1,0,0.03,0.25,56,6,tbd,,Ubisoft Shanghai,E
Triple Play 2002,Microsoft,2002,Sports,Electronic Arts,0.19,0.05,0,0.01,0.25,64,17,tbd,,Pandemic Studios,E
Evil Zone,Playstation,1998,Fighting,Titus,0.14,0.1,0,0.02,0.25,,,,,,
Spy Kids Challenger,Nintendo,2002,Platform,Disney Interactive Studios,0.18,0.07,0,0,0.25,,,,,,
K-ON! Houkago Live!!,Playstation,2010,Misc,Sega,0,0,0.25,0,0.25,,,,,,
Monsters vs. Aliens,Nintendo,2009,Action,Activision,0.14,0.09,0,0.02,0.25,69,12,tbd,,Beenox,E10+
A. IV Evolution: A Ressha de Ikou 4,Playstation,1994,Strategy,ArtDink,0,0,0.24,0.02,0.25,,,,,,
Exhibition,Microsoft,2001,Misc,Microsoft Game Studios,0.19,0.05,0,0.01,0.25,,,,,,
Scrabble,Playstation,1999,Misc,Ubisoft,0.14,0.1,0,0.02,0.25,,,,,,
Amped 2,Microsoft,2003,Sports,Microsoft Game Studios,0.2,0.04,0,0.01,0.25,80,34,7.7,20,Indie Built,E
Blaster Master: Blasting Again,Playstation,2000,Shooter,Sunsoft,0.14,0.1,0,0.02,0.25,,,,,,
Final Fantasy Crystal Chronicles: Echoes of Time,Nintendo,2009,Role-Playing,Square Enix,0.13,0.06,0.05,0.02,0.25,64,29,5.6,11,Square Enix,E10+
College Hoops 2K6,Playstation,N/A,Sports,Unknown,0.12,0.1,0,0.03,0.25,77,14,7.3,6,2K Sports,E
Cartoon Network Collection: Game Boy Advance Video Volume 1,Nintendo,2004,Misc,N/A,0.18,0.07,0,0,0.25,,,,,,
NHL 08,Playstation,2007,Action,Electronic Arts,0.16,0.06,0,0.03,0.25,86,23,6.9,23,EA Canada,E10+
How to Train Your Dragon 2,Nintendo,2014,Adventure,Little Orbit,0.04,0.19,0,0.02,0.25,,,tbd,,Torus Games,E10+
Just Dance 2015,Playstation,2014,Misc,Ubisoft,0.13,0.08,0,0.04,0.25,,,6.8,4,Ubisoft,E10+
The Legend of Legacy,Nintendo,2015,Role-Playing,FuRyu,0.12,0.01,0.1,0.02,0.25,67,31,7.1,54,FuRyu,E10+
Juiced 2: Hot Import Nights,Playstation,2007,Racing,THQ,0.18,0.04,0.01,0.03,0.25,71,10,6.4,5,Juice Games,T
WipEout XL,Playstation,1996,Racing,Psygnosis,0.14,0.1,0,0.02,0.25,93,8,8.7,20,Psygnosis,
The Powerpuff Girls: Chemical X-Traction,Playstation,2001,Action,BAM! Entertainment,0.14,0.1,0,0.02,0.25,30,6,6.3,4,VIS Entertainment,E
Dynasty Warriors 6 (JP sales),Playstation,2008,Action,Tecmo Koei,0,0,0.25,0,0.25,,,,,,
Dead or Alive Xtreme 2,Microsoft,2006,Sports,Tecmo Koei,0.15,0.02,0.06,0.02,0.25,53,46,6.7,42,Team Ninja,M
Jonah Lomu Rugby Challenge,Playstation,N/A,Sports,Home Entertainment Suppliers,0,0.19,0,0.06,0.25,64,6,,,Sidhe Interactive,E
Ben 10 Triple Pack,Nintendo,2011,Misc,D3Publisher,0.12,0.11,0,0.02,0.25,,,tbd,,D3Publisher,E10+
PlayStation VR Worlds,Playstation,2016,Misc,Sony Computer Entertainment,0.06,0.14,0.02,0.04,0.25,59,48,7.1,73,Sony Interactive Entertainment,M
Hunted: The Demon's Forge,Playstation,2011,Action,Bethesda Softworks,0.12,0.08,0.02,0.03,0.25,57,34,6.2,70,InXile Entertainment,M
Men of Valor,Microsoft,2004,Shooter,Vivendi Games,0.19,0.05,0,0.01,0.25,73,47,8,8,2015,M
Bomberman Tournament,Nintendo,2001,Puzzle,Activision,0.1,0.04,0.1,0.01,0.25,88,16,,,AI,E
Project Runway,Nintendo,2010,Simulation,Atari,0.23,0,0,0.02,0.25,,,tbd,,Tornado Studios,E
Scrabble,Nintendo,2009,Misc,Ubisoft,0.2,0.02,0,0.03,0.25,,,tbd,,Stainless Games,E
NHL 08,Microsoft,2007,Action,Electronic Arts,0.22,0.01,0,0.02,0.25,85,44,8.2,44,EA Canada,E10+
Midway's Greatest Arcade Hits,Nintendo,2001,Misc,Midway Games,0.18,0.07,0,0,0.25,48,9,tbd,,Midway,E
Disney Sing It: Pop Hits,Playstation,2009,Misc,Disney Interactive Studios,0.17,0.05,0,0.03,0.25,,,tbd,,Zoe Mode,E
WipEout Fusion,Playstation,2002,Racing,Sony Computer Entertainment,0.12,0.1,0,0.03,0.25,83,21,8.5,43,Studio Liverpool,E
Prison Break: The Conspiracy,Playstation,2010,Action,Deep Silver,0.05,0.15,0,0.05,0.25,42,33,3.8,20,ZootFly,T
Marie no Atelier: Salburg no Renkinjutsushi,Playstation,1997,Role-Playing,Gust,0,0,0.23,0.02,0.25,,,,,,
NHL 06,Microsoft,2005,Sports,Electronic Arts,0.19,0.05,0,0.01,0.25,79,35,8.4,18,EA Canada,E10+
Golden Nugget Casino,Nintendo,2004,Misc,Majesco Entertainment,0.18,0.07,0,0,0.25,,,tbd,,Majesco Games,E
Imagine: Ballet Star,Nintendo,2008,Simulation,Ubisoft,0.23,0,0,0.02,0.25,,,7,4,Ubisoft,E
Minute to Win It,Nintendo,2010,Misc,Zoo Games,0.23,0,0,0.02,0.25,,,3,4,Smack Down Productions,E
Atari Anthology,Microsoft,2004,Misc,Atari,0.19,0.05,0,0.01,0.25,68,15,tbd,,Digital Eclipse,E
Ultimate Fighting Championship,Playstation,2000,Fighting,Ubisoft,0.14,0.09,0,0.02,0.25,53,6,7.4,16,Opus,T
Animal Paradise,Nintendo,2007,Simulation,Empire Interactive,0.09,0.14,0,0.02,0.25,49,7,tbd,,Empire Interactive,E
XIII,Microsoft,2003,Shooter,Ubisoft,0.16,0.08,0,0.01,0.25,74,38,8.3,15,Southend Interactive,M
Up,Playstation,2009,Action,THQ,0.15,0.06,0,0.03,0.25,65,5,6.5,4,Heavy Iron Studios,E10+
My Virtual Tutor: Reading Adventure Kindergarten to First,Nintendo,2009,Misc,Mentor Interactive,0.23,0,0,0.02,0.25,,,,,,
SpongeBob's Truth or Square (US sales),Microsoft,2009,Action,THQ,0.25,0,0,0,0.25,,,,,,
Michael Jackson: The Experience,Nintendo,2010,Misc,Ubisoft,0.21,0.02,0,0.02,0.25,64,5,6.6,5,Ubisoft,E10+
MotoGP '07,Microsoft,2007,Racing,THQ,0.23,0,0,0.02,0.25,78,20,7.3,11,"Climax Group, Climax Studios",E
Cars,Microsoft,2006,Racing,THQ,0.22,0.01,0,0.02,0.25,65,16,6.1,8,Rainbow Studios,E
Fox Sports College Hoops '99,Nintendo,1998,Sports,Fox Interactive,0.2,0.05,0,0,0.25,,,,,,
Wheel of Fortune,Nintendo,1997,Misc,Take-Two Interactive,0.2,0.05,0,0,0.25,,,,,,
MRC: Multi-Racing Championship,Nintendo,1997,Racing,Ocean,0.2,0.05,0,0,0.25,,,,,,
F1 Pole Position 64,Nintendo,1997,Racing,Ubisoft,0.11,0.13,0,0.01,0.25,,,,,,
Gex 64: Enter the Gecko,Nintendo,1998,Action,GT Interactive,0.2,0.05,0,0,0.25,,,,,,
Wayne Gretzky's 3D Hockey '98,Nintendo,1997,Sports,Midway Games,0.23,0.02,0,0,0.25,,,,,,
NBA Courtside 2 featuring Kobe Bryant,Nintendo,1999,Sports,Nintendo,0.2,0.05,0,0,0.25,,,,,,
Hybrid Heaven,Nintendo,1999,Role-Playing,Konami Digital Entertainment,0.16,0.04,0.05,0,0.25,,,,,,
NBA Showtime: NBA on NBC,Nintendo,1999,Sports,Midway Games,0.23,0.02,0,0,0.25,,,,,,
Hatsune Miku: Project Diva F 2nd,Playstation,2014,Misc,Sega,0.09,0.03,0.1,0.03,0.25,78,15,8.6,49,Sega,T
Beyblade: Metal Fusion,Nintendo,2009,Role-Playing,Hudson Soft,0.07,0.03,0.14,0.01,0.25,36,4,tbd,,Hudson Soft,E
Karaoke Joysound Wii,Nintendo,2008,Misc,Hudson Soft,0,0,0.25,0,0.25,,,tbd,,Hudson,E10+
Madagascar: Escape 2 Africa,Microsoft,2008,Action,Activision,0.12,0.1,0,0.03,0.25,62,23,tbd,,Toys for Bob,E10+
The Mummy: Tomb of the Dragon Emperor,Playstation,2008,Action,Vivendi Games,0.12,0.1,0,0.03,0.25,38,7,6.8,6,Eurocom Entertainment Software,T
Scooby-Doo! Unmasked,Playstation,2005,Platform,THQ,0.12,0.1,0,0.03,0.25,,,,,,
Penny Racers,Playstation,1996,Racing,Sony Computer Entertainment,0,0,0.23,0.02,0.25,,,,,,
The Sims 2,Microsoft,2005,Simulation,Electronic Arts,0.19,0.05,0,0.01,0.25,75,31,7.1,8,Maxis,T
Spider-Man: Web of Shadows,Nintendo,2008,Action,Activision,0.22,0.01,0,0.02,0.25,63,20,6.9,13,"Treyarch, Shaba Games",T
Caesars Palace II,Playstation,1998,Misc,Interplay,0.14,0.09,0,0.02,0.25,,,,,,
The Bureau: XCOM Declassified,Playstation,2013,Shooter,Take-Two Interactive,0.08,0.13,0,0.04,0.25,69,22,6.7,79,2K Marin,M
World Series Baseball 2K3,Playstation,2003,Sports,Sega,0.12,0.1,0,0.03,0.25,87,21,8.7,19,Blue Shift,E
Tony Hawk's Proving Ground,Nintendo,2007,Sports,Activision,0.22,0.01,0,0.02,0.25,57,8,6.2,19,Page 44 Studios,T
Indiana Jones and the Staff of Kings,Playstation,2009,Action,Activision,0.11,0.09,0,0.05,0.25,63,10,7.8,17,Amaze,T
The Outfit,Microsoft,2006,Action,THQ,0.21,0.02,0,0.02,0.25,70,52,7.5,48,Relic,M
Avatar: The Last Airbender - The Burning Earth,Nintendo,2007,Action,THQ,0.23,0,0,0.02,0.25,,,,,,
Don King Presents: Prizefighter,Microsoft,2008,Sports,Take-Two Interactive,0.14,0.08,0,0.02,0.25,56,45,6.4,29,Venom Games,T
Shin Megami Tensei x Fire Emblem,Nintendo,2015,Role-Playing,Nintendo,0.12,0.05,0.06,0.02,0.25,,,,,,
The Backyardigans,Nintendo,2009,Adventure,Take-Two Interactive,0.23,0,0,0.02,0.25,,,tbd,,Take-Two Interactive,E
Yakuza Zero: The Place of Oath,Playstation,2015,Action,Sega,0,0,0.25,0,0.25,,,,,,
Devil Kings,Playstation,2005,Action,Capcom,0.03,0.03,0.18,0.01,0.25,64,27,7.4,12,Capcom,T
NBA Jam Tournament Edition,Playstation,1995,Sports,Acclaim Entertainment,0.14,0.09,0,0.02,0.25,,,,,,
Medabots AX: Metabee,Nintendo,2002,Role-Playing,Natsume,0.18,0.07,0,0,0.25,,,,,,
Tennis no Oji-Sama: Genius Boys Academy,Nintendo,2002,Sports,Konami Digital Entertainment,0,0,0.24,0.01,0.25,,,,,,
Kung Fu Panda 2,Microsoft,2011,Action,THQ,0.16,0.06,0,0.02,0.25,,,,,,
Bolt,Microsoft,2008,Adventure,Disney Interactive Studios,0.18,0.05,0,0.02,0.25,57,18,7.1,7,Avalanche Software,E10+
Shadow Man,Playstation,1998,Action,Acclaim Entertainment,0.14,0.09,0,0.02,0.25,,,,,,
Spider-Man: Edge of Time,Microsoft,2011,Action,Activision,0.18,0.05,0,0.02,0.25,57,50,6.8,33,Beenox,T
Freshly-Picked: Tingle's Rosy Rupeeland,Nintendo,2006,Role-Playing,Nintendo,0,0.01,0.24,0,0.25,,,,,,
Netsu Chu! Pro Yakyuu 2002,Playstation,2002,Sports,Namco Bandai Games,0,0,0.25,0,0.25,,,,,,
"Barbie: Jet, Set & Style!",Nintendo,2011,Misc,THQ,0.22,0.01,0,0.02,0.25,,,,,,
Dynasty Warriors 6,Playstation,2008,Action,Tecmo Koei,0.12,0.09,0,0.03,0.25,43,7,5.4,14,"Koei, Omega Force",T
America's Army: Rise of a Soldier,Microsoft,2005,Shooter,Ubisoft,0.19,0.05,0,0.01,0.25,70,19,7.4,21,Secret Level,T
Grandia,Playstation,1999,Role-Playing,Ubisoft,0.14,0.09,0,0.02,0.25,89,14,6.6,77,Game Arts,E
Daisy Fuentes Pilates,Nintendo,2009,Sports,505 Games,0.17,0.06,0,0.02,0.25,,,tbd,,Collision Studios,E
F1 2000,Playstation,2000,Racing,Electronic Arts,0.14,0.09,0,0.02,0.25,,,,,,
Pirates of the Caribbean: The Legend of Jack Sparrow,Playstation,2006,Adventure,Ubisoft,0.12,0.09,0,0.03,0.25,51,32,7.5,13,7 Studios,T
Petz: Crazy Monkeyz,Nintendo,2008,Simulation,Ubisoft,0.22,0,0,0.02,0.25,,,tbd,,Y's K,E
WRC: World Rally Championship,Playstation,2001,Racing,Sony Computer Entertainment,0.12,0.09,0,0.03,0.25,,,,,,
Littlest Pet Shop: Country Friends,Nintendo,2009,Simulation,Electronic Arts,0.23,0,0,0.02,0.25,,,tbd,,Electronic Arts,E
Cars: Mater-National Championship,Playstation,2007,Racing,THQ,0.12,0.09,0,0.03,0.25,67,4,tbd,,Rainbow Studios,E
Armored Core 4,Microsoft,2007,Simulation,505 Games,0.19,0.01,0.03,0.02,0.25,65,31,7.2,31,From Software,T
Dreamworks Madagascar Kartz,Microsoft,2009,Racing,Activision,0.14,0.09,0,0.02,0.25,,,6,4,Sidhe Interactive,E
Dune 2000,Playstation,1999,Strategy,Electronic Arts,0.14,0.09,0,0.02,0.25,,,,,,
Monster Hunter G,Nintendo,2009,Role-Playing,Capcom,0,0,0.25,0,0.25,,,,,,
UEFA Euro 2008 Austria-Switzerland,Playstation,2008,Sports,Electronic Arts,0.06,0.12,0,0.06,0.25,,,,,,
SBK Superbike World Championship,Playstation,2008,Racing,Black Bean Games,0.12,0.11,0,0.02,0.25,59,7,6.1,8,Milestone S.r.l,E10+
Indiana Jones and the Staff of Kings,Nintendo,2009,Action,Activision,0.16,0.07,0,0.02,0.25,50,5,6.8,11,LucasArts,T
X-Men Origins: Wolverine,Nintendo,2009,Action,Activision,0.19,0.04,0,0.02,0.25,53,8,6.1,10,Amaze Entertainment,T
Disgaea 2: Dark Hero Days,Playstation,2009,Role-Playing,Nippon Ichi Software,0.1,0.01,0.12,0.02,0.25,83,33,7.1,47,Nippon Ichi Software,T
Project Overkill,Playstation,1996,Shooter,Konami Digital Entertainment,0.14,0.09,0,0.02,0.25,,,,,,
Jumping Flash! 2,Playstation,1996,Platform,Sony Computer Entertainment,0.05,0.03,0.15,0.02,0.25,,,,,,
U-Sing: Girls Night,Nintendo,2010,Misc,Mindscape,0,0.21,0,0.04,0.25,,,,,,
Major League Baseball 2K7,Playstation,2007,Sports,Spike,0.23,0,0,0.02,0.25,74,19,4.7,7,Kush Games,E
Final Fantasy XI: Chains of Promathia,Playstation,2004,Role-Playing,Square Enix,0.12,0.09,0,0.03,0.25,77,13,8,10,Square Enix,T
The Chronicles of Riddick: Assault on Dark Athena,Playstation,2009,Shooter,Vivendi Games,0.12,0.09,0,0.04,0.25,80,45,7.7,40,Starbreeze,M
Marvel: Ultimate Alliance 2,Playstation,2009,Role-Playing,Activision,0.17,0.04,0,0.04,0.25,,,tbd,,Savage Entertainment,T
Choro Q2,Playstation,1997,Racing,Takara,0,0,0.23,0.02,0.25,,,,,,
Teenage Mutant Ninja Turtles: Danger of the Ooze,Playstation,2014,Adventure,Activision,0.11,0.09,0,0.04,0.25,,,5.9,8,WayForward,E10+
"What Did I Do to Deserve This, My Lord!? 2",Playstation,2008,Role-Playing,Nippon Ichi Software,0.06,0,0.18,0.01,0.25,,,,,,
Butt Ugly Martians: B.K.M. Battles,Nintendo,2002,Action,Vivendi Games,0.18,0.07,0,0,0.25,63,6,tbd,,Runecraft,E
Monster Jam: Path of Destruction,Playstation,2010,Racing,Activision,0.21,0.02,0,0.02,0.25,,,6.3,4,Virtuos,E
TV Superstars,Playstation,2010,Misc,Sony Computer Entertainment,0.07,0.12,0,0.05,0.25,56,17,4.9,8,SCE Studio Cambridge,E
Family Guy: Back to the Multiverse,Microsoft,2012,Action,Activision,0.14,0.09,0,0.02,0.25,39,28,5,51,Heavy Iron Studios,M
Ninja Gaiden 3,Microsoft,2012,Action,Tecmo Koei,0.16,0.05,0.03,0.02,0.25,58,39,4.4,136,Team Ninja,M
Sorry! / Aggravation / Scrabble Junior,Nintendo,2005,Misc,Zoo Digital Publishing,0.18,0.07,0,0,0.25,,,,,,
The Walking Dead: Season Two,Playstation,2014,Adventure,Telltale Games,0.1,0.09,0.01,0.04,0.25,,,,,,
Create,Nintendo,2010,Action,Electronic Arts,0.2,0.02,0,0.02,0.25,62,7,tbd,,EA Bright Light,E
Sword Art Online: Lost Song,Playstation,2015,Role-Playing,Namco Bandai Games,0.1,0.11,0,0.04,0.25,63,32,6.3,60,"Bandai Namco Games, Artdink",T
F1 2015,Microsoft,2015,Racing,Codemasters,0.08,0.15,0,0.02,0.25,64,13,5.3,22,Codemasters,E
Wipeout 2,Nintendo,2011,Misc,Activision,0.23,0,0,0.02,0.25,,,tbd,,Endemol,E
Classic NES Series: Excitebike,Nintendo,2004,Racing,Nintendo,0.11,0.04,0.1,0.01,0.25,66,12,tbd,,Nintendo,E
Classic NES Series: Xevious,Nintendo,2004,Shooter,Nintendo,0.08,0.03,0.12,0.01,0.25,,,,,,
Avatar: The Last Airbender - Into the Inferno,Playstation,2008,Adventure,THQ,0.12,0.09,0,0.03,0.25,,,,,,
Dora the Explorer: Journey to the Purple Planet,Playstation,2005,Adventure,Global Star,0.12,0.09,0,0.03,0.24,,,7,4,Take-Two Interactive,EC
Tales of Hearts,Nintendo,2008,Role-Playing,Namco Bandai Games,0,0,0.24,0,0.24,,,,,,
Digimon World: Data Squad,Playstation,2006,Role-Playing,Namco Bandai Games,0.12,0.09,0,0.03,0.24,43,12,8,20,Bec,E10+
Catz,Nintendo,2005,Simulation,Ubisoft,0.18,0.06,0,0,0.24,,,7.9,8,MTO,E
Stella Glow,Nintendo,2015,Role-Playing,Atlus,0.16,0.01,0.05,0.02,0.24,79,32,8.7,82,"Image Epoch, Imageepoch",T
Racquet Sports,Nintendo,2010,Sports,Ubisoft,0.13,0.09,0,0.02,0.24,51,8,8.6,15,Asobo Studio,E
Jikkyou Powerful Pro Yakyuu 2001,Playstation,2001,Sports,Konami Digital Entertainment,0,0,0.23,0.02,0.24,,,,,,
Trials Fusion,Microsoft,2014,Racing,Ubisoft,0.12,0.1,0,0.02,0.24,80,28,7.1,158,RedLynx,E10+
Mega Man X Collection,Playstation,N/A,Misc,Unknown,0.12,0.09,0,0.03,0.24,73,23,8.8,14,Capcom,E
That's So Raven: Psychic on the Scene,Nintendo,2006,Adventure,Disney Interactive Studios,0.23,0,0,0.02,0.24,,,tbd,,Handheld Games,E
Far Cry Instincts Predator,Microsoft,2006,Shooter,Ubisoft,0.2,0.03,0,0.02,0.24,78,46,6.2,80,Ubisoft Montreal,M
Tongari Boushi to Oshare na Mahou Tsukai,Nintendo,2011,Action,Konami Digital Entertainment,0,0,0.24,0,0.24,,,,,,
Onechanbara Z2: Chaos,Playstation,2014,Action,Nippon Ichi Software,0.14,0.03,0.04,0.04,0.24,57,40,6.5,72,"Tamsoft, D3Publisher",M
Ben 10 Ultimate Alien: Cosmic Destruction,Playstation,2010,Platform,D3Publisher,0.12,0.08,0,0.04,0.24,,,8.6,5,Papaya Studios,E10+
Skylanders SWAP Force,Nintendo,2013,Platform,Activision,0.1,0.12,0,0.02,0.24,68,12,6.4,13,n-Space,E10+
Hasbro Family Game Night 3,Playstation,2010,Misc,Electronic Arts,0.18,0.04,0,0.03,0.24,,,tbd,,Electronic Arts,E
Panzer General,Playstation,1995,Strategy,Mindscape,0.14,0.09,0,0.02,0.24,,,,,,
Gallop Racer (JP),Playstation,1996,Sports,Tecmo Koei,0.04,0.03,0.16,0.02,0.24,,,,,,
Cabela's Outdoor Adventures (2009),Microsoft,2009,Sports,Activision Value,0.23,0,0,0.02,0.24,,,7.8,4,FUN Labs,T
Spawn the Eternal,Playstation,1997,Action,Sony Computer Entertainment,0.14,0.09,0,0.02,0.24,,,,,,
Army Men: Sarge's Heroes 2,Playstation,2000,Shooter,3DO,0.14,0.09,0,0.02,0.24,48,8,7.3,7,3DO,T
MLB,Playstation,2005,Sports,Sony Computer Entertainment,0.23,0,0,0.02,0.24,80,26,7.9,18,989 Sports,E
Skylanders: SuperChargers,Microsoft,2015,Action,Activision,0.17,0.05,0,0.02,0.24,76,15,5.5,17,Vicarious Visions,E10+
Britney's Dance Beat,Playstation,2002,Misc,THQ,0.12,0.09,0,0.03,0.24,63,20,4.8,20,Metro Graphics,E
Guitar Freaks,Playstation,1999,Simulation,Konami Digital Entertainment,0,0,0.23,0.02,0.24,,,,,,
World Soccer Winning Eleven 7,Playstation,2003,Sports,Konami Digital Entertainment,0.12,0.09,0,0.03,0.24,,,,,,
SRS: Street Racing Syndicate,Microsoft,2004,Racing,Namco Bandai Games,0.18,0.05,0,0.01,0.24,,,,,,
Namco Tennis Smash Court,Playstation,1995,Sports,Sony Computer Entertainment,0,0,0.23,0.02,0.24,,,,,,
Vexx,Playstation,2003,Platform,Acclaim Entertainment,0.12,0.09,0,0.03,0.24,63,20,7.6,11,Acclaim Studios Austin,T
Samurai Warriors 4,Playstation,2014,Action,Tecmo Koei,0.08,0.07,0.06,0.03,0.24,76,31,8.1,74,Omega Force,T
Ace Combat: Assault Horizon Legacy,Nintendo,2011,Simulation,Namco Bandai Games,0.1,0.06,0.08,0.01,0.24,71,37,7.8,26,Project Aces,T
